CustomerID,Age,Gender,Annual Income (k$),Spending Score (1-100)
1067,23,Male,15.0,49
1068,54,Male,66.8,71
1069,50,Male,15.0,23
1070,70,Male,58.3,49
1071,39,Male,25.8,98
1072,38,Female,109.7,79
1073,23,Female,82.8,84
1074,23,Male,62.6,51
1075,65,Male,91.6,58
1076,21,Male,38.8,75
1077,47,Female,73.6,89
1078,28,Male,65.0,1
1079,47,Female,66.6,17
1080,48,Male,91.8,83
1081,41,Male,78.3,43
1082,26,Male,67.2,33
1083,20,Male,18.6,19
1084,68,Female,36.0,36
1085,48,Female,56.9,15
1086,57,Male,62.3,100
1087,54,Male,31.7,49
1088,53,Female,120.3,49
1089,41,Female,97.9,65
1090,48,Female,75.1,74
1091,23,Female,61.8,74
1092,19,Male,54.7,77
1093,37,Female,36.2,34
1094,45,Male,61.9,43
1095,28,Female,66.4,69
1096,21,Female,29.0,37
1097,32,Female,68.4,50
1098,23,Female,56.1,60
1099,66,Female,15.0,70
1100,47,Male,38.5,6
1101,55,Male,49.7,68
1102,68,Female,107.2,44
1103,19,Female,73.9,68
1104,32,Male,26.6,69
1105,28,Female,72.2,90
1106,25,Female,21.3,84
1107,43,Male,87.1,84
1108,68,Female,48.2,86
1109,62,Female,57.7,57
1110,61,Male,93.1,51
1111,22,Male,27.8,72
1112,23,Male,25.1,68
1113,43,Female,45.4,42
1114,21,Male,86.0,60
1115,36,Male,22.0,49
1116,37,Male,15.0,29
1117,50,Male,48.7,82
1118,37,Male,73.8,51
1119,66,Male,90.0,100
1120,29,Female,48.4,9
1121,64,Female,49.7,36
1122,18,Male,88.8,51
1123,43,Male,15.0,78
1124,31,Male,50.3,60
1125,55,Female,64.8,58
1126,54,Female,71.2,22
1127,28,Female,47.3,21
1128,53,Female,60.9,58
1129,30,Female,15.0,16
1130,60,Female,43.5,37
1131,20,Female,71.3,63
1132,50,Female,35.4,25
1133,23,Female,61.5,90
1134,67,Male,71.2,81
1135,27,Male,51.4,11
1136,22,Male,64.3,27
1137,40,Male,35.9,1
1138,27,Female,54.8,30
1139,61,Female,75.3,69
1140,19,Male,63.9,40
1141,30,Female,45.3,62
1142,57,Male,65.6,12
1143,19,Female,77.9,70
1144,37,Male,15.0,36
1145,18,Female,89.0,50
1146,54,Female,51.6,48
1147,26,Male,70.6,18
1148,34,Female,89.9,21
1149,26,Male,25.7,74
1150,28,Male,42.3,60
1151,32,Male,52.8,76
1152,41,Male,40.4,58
1153,55,Female,103.4,54
1154,52,Female,38.6,7
1155,47,Female,46.1,43
1156,48,Male,65.1,49
1157,66,Female,29.9,99
1158,22,Male,50.1,67
1159,61,Female,67.9,88
1160,67,Female,51.7,65
1161,31,Female,57.7,32
1162,70,Male,46.8,53
1163,28,Female,22.1,56
1164,26,Female,68.0,27
1165,51,Male,103.9,40
1166,29,Female,60.5,45
1167,52,Male,65.6,90
1168,52,Female,77.3,1
1169,18,Male,28.3,80
1170,57,Male,102.6,27
1171,39,Female,65.1,16
1172,46,Male,100.8,79
1173,25,Male,41.7,68
1174,28,Male,105.5,81
1175,58,Male,79.4,70
1176,54,Male,73.8,100
1177,31,Male,65.9,64
1178,47,Female,53.8,46
1179,52,Male,90.0,59
1180,38,Male,63.5,81
1181,54,Female,15.0,31
1182,22,Female,32.1,34
1183,36,Female,55.4,42
1184,31,Female,67.7,1
1185,43,Female,58.6,53
1186,21,Female,90.5,3
1187,42,Female,15.0,51
1188,62,Male,63.6,72
1189,59,Male,15.0,38
1190,42,Female,79.0,92
1191,35,Male,57.6,13
1192,57,Male,70.5,80
1193,25,Male,38.4,67
1194,56,Female,92.0,7
1195,57,Female,86.0,100
1196,31,Male,74.6,48
1197,49,Female,56.8,28
1198,68,Male,74.5,15
1199,55,Male,42.3,44
1200,50,Male,81.4,47
1201,40,Male,101.2,53
1202,32,Female,86.8,43
1203,50,Female,41.8,66
1204,42,Female,69.0,40
1205,34,Male,27.7,2
1206,50,Female,74.3,46
1207,64,Male,71.3,1
1208,19,Female,15.0,59
1209,31,Male,31.0,26
1210,70,Male,52.9,54
1211,57,Male,52.5,83
1212,57,Female,29.8,26
1213,68,Female,69.7,77
1214,56,Female,66.3,39
1215,68,Female,55.1,94
1216,23,Male,41.1,41
1217,23,Female,86.2,29
1218,20,Female,101.4,67
1219,24,Male,47.9,39
1220,68,Male,44.7,29
1221,25,Male,72.3,38
1222,59,Female,51.0,49
1223,69,Male,56.5,84
1224,32,Male,78.5,2
1225,64,Male,15.0,51
1226,46,Female,93.0,66
1227,50,Male,61.8,55
1228,69,Female,49.7,83
1229,47,Female,57.8,48
1230,56,Male,59.1,45
1231,44,Male,16.7,65
1232,53,Female,97.4,52
1233,46,Male,61.0,40
1234,55,Male,71.1,63
1235,50,Female,83.8,34
1236,54,Female,34.5,35
1237,44,Male,71.8,37
1238,50,Female,53.3,84
1239,21,Male,81.2,1
1240,39,Male,15.0,60
1241,19,Male,57.5,51
1242,27,Female,44.9,8
1243,22,Male,70.8,58
1244,27,Male,71.8,62
1245,50,Male,42.3,65
1246,55,Female,42.2,1
1247,30,Female,57.2,84
1248,48,Female,37.6,32
1249,64,Female,81.0,67
1250,53,Female,50.8,69
1251,62,Male,15.0,28
1252,41,Female,50.6,67
1253,69,Female,34.0,40
1254,32,Female,19.2,1
1255,46,Male,29.1,79
1256,25,Female,62.7,31
1257,22,Female,93.2,29
1258,46,Male,67.8,40
1259,64,Female,44.8,57
1260,21,Male,71.4,49
1261,29,Male,48.5,64
1262,62,Male,42.6,17
1263,19,Male,31.1,31
1264,44,Male,16.2,47
1265,48,Female,50.3,97
1266,68,Male,64.0,47
1267,68,Male,57.6,77
1268,53,Female,49.6,51
1269,53,Male,36.4,38
1270,43,Female,75.2,44
1271,60,Female,27.1,46
1272,44,Female,79.4,65
1273,22,Male,34.9,84
1274,37,Male,41.2,59
1275,28,Male,23.3,80
1276,27,Female,47.5,26
1277,57,Male,84.4,40
1278,55,Male,72.9,32
1279,23,Male,84.5,58
1280,25,Female,73.1,41
1281,40,Female,32.4,68
1282,64,Male,51.7,27
1283,43,Male,40.5,51
1284,63,Male,93.3,67
1285,60,Male,30.1,1
1286,29,Female,82.3,100
1287,43,Female,82.3,43
1288,30,Female,105.7,1
1289,57,Female,49.8,54
1290,35,Male,77.8,51
1291,42,Male,117.0,48
1292,50,Male,44.6,75
1293,64,Female,21.6,69
1294,57,Male,15.0,57
1295,60,Female,77.8,61
1296,61,Female,50.7,94
1297,53,Male,70.9,13
1298,65,Male,64.6,53
1299,21,Male,70.6,52
1300,22,Female,65.6,70
1301,54,Male,92.0,29
1302,25,Female,36.2,6
1303,59,Male,43.1,54
1304,66,Female,40.7,57
1305,45,Female,80.8,87
1306,48,Male,82.5,18
1307,26,Female,71.3,79
1308,68,Female,89.6,100
1309,46,Male,30.5,41
1310,31,Female,101.7,18
1311,57,Male,98.1,40
1312,58,Female,78.4,50
1313,39,Male,104.5,64
1314,28,Male,18.6,35
1315,40,Female,46.9,89
1316,18,Female,41.6,22
1317,63,Female,78.0,7
1318,54,Female,33.7,78
1319,38,Female,78.9,1
1320,43,Male,94.3,45
1321,63,Female,77.4,100
1322,53,Male,67.1,50
1323,40,Male,35.3,22
1324,18,Female,38.8,49
1325,68,Male,91.2,49
1326,57,Male,79.5,54
1327,32,Male,59.0,67
1328,38,Male,49.6,24
1329,64,Female,15.0,92
1330,26,Male,33.2,56
1331,70,Female,107.8,68
1332,26,Female,28.0,34
1333,27,Male,64.7,82
1334,69,Female,85.2,44
1335,70,Female,28.6,57
1336,43,Female,64.6,27
1337,58,Male,83.4,25
1338,52,Female,60.3,67
1339,69,Female,131.7,39
1340,42,Female,18.3,29
1341,43,Male,86.5,34
1342,28,Female,55.7,67
1343,55,Male,79.3,34
1344,19,Male,71.0,47
1345,24,Male,41.7,50
1346,35,Male,65.7,2
1347,44,Male,15.0,13
1348,51,Male,75.1,58
1349,44,Female,67.5,32
1350,34,Male,76.0,76
1351,60,Female,86.5,74
1352,61,Female,69.2,68
1353,68,Male,63.7,95
1354,41,Female,38.0,48
1355,42,Female,42.2,66
1356,24,Female,89.7,35
1357,69,Female,95.9,100
1358,23,Male,54.0,100
1359,70,Female,61.2,50
1360,41,Male,37.4,60
1361,50,Female,89.3,84
1362,66,Female,76.6,46
1363,46,Male,108.5,34
1364,60,Female,38.0,72
1365,39,Female,50.5,52
1366,43,Female,65.8,55
1367,45,Male,76.2,29
1368,67,Female,54.6,7
1369,38,Male,38.2,56
1370,66,Female,82.0,73
1371,24,Male,78.0,44
1372,34,Male,37.1,86
1373,37,Female,93.9,32
1374,58,Female,89.3,24
1375,66,Male,63.4,48
1376,37,Male,62.0,48
1377,39,Female,73.9,69
1378,45,Male,38.5,31
1379,57,Female,60.8,84
1380,66,Female,15.0,99
1381,24,Female,81.9,49
1382,18,Female,21.0,81
1383,49,Male,97.6,24
1384,30,Female,51.7,77
1385,47,Male,54.7,76
1386,40,Female,44.3,72
1387,68,Male,52.8,50
1388,36,Female,95.5,1
1389,49,Male,15.0,34
1390,47,Male,91.9,34
1391,46,Female,68.5,26
1392,66,Female,29.8,53
1393,62,Female,33.1,40
1394,46,Female,101.9,29
1395,47,Male,36.4,24
1396,33,Female,31.2,32
1397,57,Male,88.4,78
1398,36,Male,68.5,33
1399,35,Female,36.6,37
1400,18,Male,65.4,39
1401,31,Male,34.4,58
1402,68,Male,87.5,61
1403,64,Male,86.5,1
1404,67,Female,73.3,76
1405,19,Female,69.0,86
1406,45,Female,104.0,24
1407,66,Female,60.0,26
1408,67,Male,30.5,39
1409,47,Male,71.2,31
1410,55,Female,112.2,56
1411,68,Female,34.6,1
1412,21,Female,51.0,22
1413,18,Male,70.4,88
1414,25,Female,58.7,27
1415,46,Female,35.4,81
1416,56,Female,88.0,59
1417,20,Male,118.0,5
1418,49,Male,64.9,66
1419,27,Male,37.4,47
1420,27,Male,21.3,39
1421,36,Male,66.4,56
1422,63,Male,87.6,62
1423,51,Male,71.9,68
1424,50,Male,59.9,79
1425,40,Female,45.3,60
1426,45,Female,32.7,16
1427,49,Male,80.9,38
1428,67,Male,82.8,100
1429,24,Female,21.4,68
1430,46,Male,99.7,100
1431,25,Male,74.4,85
1432,18,Male,95.0,56
1433,20,Female,26.4,58
1434,41,Female,25.9,49
1435,40,Female,56.3,7
1436,25,Female,72.6,50
1437,64,Female,104.9,80
1438,54,Male,77.7,35
1439,20,Female,53.9,60
1440,68,Male,34.3,71
1441,50,Male,90.8,27
1442,45,Female,35.9,39
1443,64,Female,100.7,25
1444,25,Male,52.9,29
1445,51,Male,99.8,18
1446,52,Male,77.0,27
1447,49,Female,56.6,85
1448,41,Female,47.0,27
1449,31,Female,51.5,53
1450,49,Female,70.7,37
1451,63,Female,61.9,79
1452,60,Male,45.2,83
1453,33,Female,55.9,72
1454,21,Male,62.0,58
1455,69,Male,15.0,44
1456,54,Male,71.5,20
1457,38,Female,35.5,99
1458,31,Female,31.2,31
1459,48,Female,17.8,67
1460,65,Male,15.2,76
1461,35,Male,26.1,36
1462,24,Male,42.3,76
1463,27,Male,108.8,69
1464,24,Male,46.9,93
1465,50,Male,64.4,38
1466,40,Female,70.0,18
1467,38,Female,63.3,37
1468,36,Female,58.1,55
1469,65,Female,30.1,51
1470,36,Male,96.3,40
1471,53,Male,105.2,2
1472,46,Female,17.9,62
1473,35,Male,34.4,99
1474,19,Female,53.0,62
1475,18,Female,35.9,65
1476,64,Female,72.6,64
1477,22,Male,41.8,60
1478,37,Female,114.1,73
1479,28,Female,89.8,60
1480,59,Female,65.3,42
1481,19,Male,85.7,30
1482,20,Male,87.6,44
1483,40,Female,45.9,58
1484,29,Male,39.6,42
1485,37,Male,62.0,58
1486,22,Male,81.5,61
1487,54,Male,63.5,71
1488,55,Male,20.6,82
1489,47,Male,39.9,52
1490,26,Male,58.2,17
1491,51,Male,58.1,41
1492,70,Male,109.3,51
1493,61,Male,25.4,4
1494,52,Female,72.6,85
1495,69,Female,97.2,54
1496,39,Male,116.8,60
1497,61,Female,49.9,84
1498,41,Female,72.3,34
1499,34,Male,74.2,64
1500,27,Male,64.9,47
1501,47,Male,57.5,45
1502,63,Female,70.9,31
1503,40,Female,15.0,92
1504,49,Male,77.1,41
1505,34,Male,63.2,67
1506,67,Male,54.4,3
1507,68,Female,111.2,79
1508,34,Female,43.1,76
1509,31,Female,49.9,52
1510,26,Female,109.8,44
1511,57,Male,39.2,60
1512,19,Male,46.2,100
1513,62,Male,56.3,6
1514,42,Male,81.0,70
1515,56,Female,65.2,27
1516,26,Female,27.7,50
1517,39,Male,46.7,44
1518,60,Male,44.8,39
1519,63,Female,58.1,50
1520,21,Male,70.6,22
1521,43,Female,70.5,76
1522,46,Male,15.6,5
1523,62,Male,86.6,63
1524,51,Male,66.3,42
1525,40,Male,94.6,21
1526,54,Male,71.1,55
1527,28,Male,87.5,11
1528,23,Male,71.7,51
1529,35,Female,93.7,14
1530,38,Female,73.1,62
1531,59,Female,57.6,27
1532,53,Female,116.8,39
1533,58,Female,82.2,57
1534,55,Male,74.3,31
1535,51,Male,28.1,49
1536,34,Female,27.8,12
1537,54,Male,67.3,66
1538,42,Female,63.6,94
1539,55,Female,44.6,100
1540,29,Male,63.5,52
1541,40,Male,99.7,70
1542,70,Male,77.4,5
1543,59,Female,31.5,88
1544,39,Male,57.2,69
1545,38,Female,39.9,38
1546,44,Female,50.3,81
1547,48,Female,49.7,44
1548,23,Male,48.1,39
1549,44,Male,28.6,62
1550,57,Female,56.8,23
1551,51,Male,46.0,76
1552,29,Male,15.0,24
1553,62,Male,111.3,24
1554,70,Female,87.2,27
1555,24,Female,50.6,69
1556,27,Male,60.5,35
1557,62,Female,30.7,16
1558,34,Male,102.4,35
1559,43,Male,107.4,49
1560,38,Male,63.9,20
1561,45,Male,85.6,21
1562,63,Female,64.4,100
1563,19,Female,26.6,28
1564,60,Female,49.7,42
1565,18,Male,63.3,41
1566,68,Male,48.6,39
1567,70,Male,54.5,66
1568,53,Female,57.7,74
1569,68,Male,58.0,42
1570,43,Female,61.3,19
1571,46,Female,33.5,82
1572,38,Female,42.1,48
1573,28,Female,27.9,93
1574,57,Female,84.4,1
1575,28,Female,15.0,55
1576,53,Male,88.8,98
1577,66,Male,94.7,41
1578,56,Female,52.4,44
1579,52,Female,51.0,36
1580,51,Male,58.4,42
1581,64,Female,34.7,42
1582,41,Female,47.1,34
1583,39,Male,98.3,81
1584,22,Female,76.6,62
1585,50,Female,36.9,56
1586,53,Female,20.1,70
1587,64,Male,51.8,43
1588,37,Male,54.7,31
1589,36,Male,72.4,35
1590,52,Female,46.6,50
1591,69,Female,72.8,24
1592,60,Male,108.4,37
1593,34,Female,80.4,37
1594,62,Female,58.8,100
1595,60,Female,55.4,1
1596,51,Female,51.1,46
1597,26,Female,89.5,93
1598,43,Male,44.3,53
1599,19,Female,61.1,69
1600,70,Male,61.3,52
1601,26,Female,47.5,33
1602,26,Male,25.7,1
1603,57,Female,68.1,55
1604,34,Male,58.5,31
1605,18,Female,72.5,30
1606,42,Male,46.7,38
1607,60,Female,90.5,94
1608,57,Male,38.1,100
1609,59,Female,102.8,55
1610,42,Male,16.3,38
1611,56,Male,70.9,21
1612,52,Female,71.9,62
1613,20,Female,40.1,95
1614,67,Male,70.6,44
1615,54,Female,92.0,1
1616,61,Male,15.0,67
1617,61,Male,72.6,75
1618,68,Male,15.0,10
1619,47,Female,35.9,54
1620,55,Male,100.7,61
1621,51,Male,45.5,48
1622,29,Female,30.7,30
1623,36,Female,55.1,75
1624,54,Female,111.7,40
1625,61,Female,15.0,13
1626,66,Male,33.7,1
1627,34,Male,97.4,82
1628,27,Male,106.4,65
1629,66,Male,57.4,52
1630,64,Female,29.0,39
1631,29,Male,112.4,37
1632,33,Male,99.9,23
1633,41,Female,77.0,39
1634,36,Male,39.7,1
1635,25,Male,58.8,32
1636,48,Male,56.0,42
1637,38,Male,68.3,65
1638,34,Male,96.3,49
1639,40,Male,82.0,70
1640,54,Female,33.1,84
1641,33,Female,94.4,76
1642,23,Male,67.8,62
1643,25,Male,77.2,50
1644,42,Female,96.7,25
1645,35,Male,32.2,68
1646,42,Male,59.1,92
1647,29,Male,46.7,59
1648,32,Female,20.8,98
1649,43,Male,68.7,12
1650,58,Female,122.8,21
1651,62,Male,15.0,71
1652,43,Female,59.2,57
1653,64,Female,76.0,83
1654,49,Male,63.1,50
1655,27,Female,57.2,28
1656,33,Male,27.5,45
1657,24,Female,65.8,12
1658,34,Male,41.1,22
1659,40,Male,15.0,74
1660,43,Female,89.9,72
1661,38,Male,84.0,59
1662,39,Male,61.3,7
1663,24,Female,65.7,41
1664,31,Male,86.9,19
1665,32,Male,65.6,79
1666,70,Female,82.6,35
1667,24,Female,52.6,23
1668,26,Male,92.8,51
1669,68,Male,68.0,34
1670,65,Female,64.9,87
1671,25,Female,28.2,32
1672,67,Male,67.2,15
1673,40,Female,39.2,1
1674,46,Male,44.0,49
1675,35,Male,39.6,36
1676,48,Male,33.3,14
1677,47,Male,113.1,80
1678,69,Male,93.3,67
1679,56,Female,108.0,49
1680,52,Female,29.4,84
1681,35,Female,61.8,67
1682,59,Female,27.7,29
1683,56,Male,42.6,24
1684,34,Male,37.0,70
1685,31,Male,91.0,60
1686,48,Male,50.1,54
1687,41,Female,86.7,29
1688,52,Male,75.1,65
1689,61,Male,117.6,31
1690,62,Female,23.0,47
1691,51,Female,91.5,86
1692,20,Female,88.7,33
1693,54,Female,35.7,11
1694,60,Male,85.2,24
1695,57,Male,68.4,75
1696,43,Female,54.3,56
1697,40,Male,39.4,47
1698,61,Male,42.0,37
1699,56,Male,111.2,62
1700,32,Female,60.0,29
1701,66,Male,79.6,58
1702,21,Female,40.2,32
1703,46,Male,40.5,28
1704,39,Male,87.0,34
1705,42,Male,26.3,41
1706,30,Female,49.6,49
1707,35,Male,60.9,56
1708,50,Female,62.8,1
1709,33,Female,55.5,30
1710,62,Female,69.9,40
1711,59,Male,77.3,88
1712,61,Male,78.4,23
1713,19,Male,35.4,54
1714,52,Male,52.9,87
1715,59,Female,89.9,17
1716,51,Female,82.4,60
1717,47,Female,25.7,30
1718,30,Male,68.8,37
1719,30,Female,15.0,30
1720,35,Male,61.2,32
1721,49,Female,107.4,100
1722,49,Male,36.3,71
1723,52,Male,39.1,78
1724,56,Female,79.1,62
1725,63,Female,21.4,10
1726,69,Female,44.2,60
1727,46,Female,74.9,77
1728,66,Male,44.1,29
1729,46,Female,54.1,74
1730,70,Female,78.6,68
1731,61,Female,70.5,96
1732,33,Male,66.7,40
1733,61,Male,51.5,23
1734,64,Female,69.3,41
1735,27,Male,56.9,86
1736,47,Female,71.4,4
1737,42,Male,47.6,1
1738,56,Male,55.4,52
1739,37,Male,35.3,39
1740,22,Male,59.1,50
1741,18,Female,39.7,74
1742,47,Female,32.1,36
1743,66,Female,66.5,3
1744,20,Male,65.3,100
1745,62,Female,79.6,25
1746,31,Female,49.2,24
1747,47,Female,70.2,78
1748,67,Male,73.8,40
1749,21,Male,71.1,48
1750,35,Male,39.4,62
1751,54,Female,63.7,77
1752,42,Female,69.1,42
1753,65,Female,60.2,88
1754,18,Male,15.0,1
1755,70,Male,64.0,69
1756,63,Female,115.3,29
1757,32,Male,51.0,84
1758,26,Male,41.8,54
1759,32,Male,69.3,33
1760,66,Male,67.8,67
1761,41,Female,89.8,72
1762,21,Male,28.6,66
1763,29,Male,78.3,24
1764,54,Male,74.8,38
1765,54,Male,56.4,50
1766,60,Female,68.5,49
1767,23,Female,85.7,69
1768,56,Male,81.8,1
1769,63,Male,31.4,58
1770,41,Male,80.5,43
1771,28,Male,58.4,29
1772,30,Male,61.8,31
1773,51,Male,61.8,45
1774,42,Female,56.2,1
1775,24,Male,89.8,32
1776,69,Female,57.9,28
1777,21,Female,32.0,63
1778,25,Male,50.2,30
1779,37,Female,64.5,45
1780,46,Female,90.7,89
1781,70,Female,75.1,75
1782,68,Female,38.7,73
1783,62,Female,122.1,38
1784,63,Female,66.6,64
1785,27,Male,91.9,44
1786,60,Female,56.2,45
1787,51,Female,73.3,60
1788,43,Female,81.0,35
1789,58,Male,90.5,87
1790,66,Female,86.4,46
1791,20,Male,81.8,65
1792,23,Female,52.1,86
1793,22,Male,45.7,76
1794,22,Male,68.3,15
1795,64,Female,83.3,61
1796,40,Female,54.4,71
1797,66,Male,86.6,72
1798,26,Female,96.3,22
1799,52,Male,37.1,34
1800,37,Male,39.1,75
1801,66,Male,56.5,31
1802,59,Male,67.7,43
1803,52,Male,46.9,89
1804,67,Female,93.8,49
1805,35,Male,70.6,32
1806,34,Male,61.0,28
1807,41,Female,24.1,58
1808,20,Male,27.1,17
1809,49,Female,67.0,44
1810,52,Female,15.0,58
1811,55,Female,85.3,82
1812,30,Male,56.0,67
1813,64,Male,141.1,32
1814,42,Male,117.7,79
1815,26,Female,55.5,43
1816,21,Male,57.3,19
1817,31,Female,84.9,46
1818,54,Male,102.6,86
1819,51,Female,19.0,54
1820,28,Male,15.3,50
1821,58,Male,44.4,91
1822,20,Male,74.6,14
1823,45,Female,72.4,18
1824,46,Female,86.7,10
1825,26,Male,30.0,59
1826,20,Male,15.0,54
1827,42,Female,81.5,89
1828,51,Female,39.3,56
1829,29,Female,15.0,40
1830,59,Male,63.6,50
1831,26,Female,79.8,53
1832,32,Male,56.9,8
1833,57,Female,48.6,100
1834,42,Male,56.0,63
1835,22,Female,50.7,55
1836,28,Female,26.3,65
1837,51,Female,42.1,68
1838,41,Female,73.0,46
1839,32,Female,68.0,34
1840,55,Male,64.2,65
1841,25,Female,35.1,60
1842,22,Female,55.5,30
1843,65,Female,15.0,85
1844,43,Male,64.5,57
1845,35,Female,95.7,68
1846,23,Male,23.1,85
1847,54,Female,45.4,51
1848,65,Female,68.2,58
1849,30,Male,91.3,70
1850,45,Female,48.8,32
1851,22,Male,42.7,51
1852,30,Male,15.0,53
1853,34,Female,62.6,26
1854,67,Male,111.1,100
1855,57,Female,66.9,15
1856,62,Female,59.4,18
1857,49,Male,68.1,83
1858,46,Male,59.7,68
1859,68,Male,39.7,24
1860,20,Male,80.6,65
1861,57,Female,65.6,87
1862,51,Female,60.4,49
1863,57,Male,35.6,100
1864,44,Female,92.6,7
1865,30,Female,76.6,67
1866,62,Female,46.2,79
1867,50,Female,85.0,72
1868,23,Male,47.6,45
1869,41,Male,40.4,43
1870,36,Female,41.0,61
1871,33,Male,15.7,70
1872,57,Male,71.8,65
1873,45,Male,15.0,76
1874,50,Female,29.3,25
1875,65,Female,15.0,44
1876,58,Female,57.8,26
1877,30,Male,56.2,40
1878,60,Female,51.8,75
1879,62,Female,33.9,53
1880,42,Male,30.7,100
1881,70,Female,71.6,55
1882,59,Female,46.2,51
1883,53,Male,67.9,53
1884,44,Male,37.9,34
1885,55,Male,64.5,49
1886,24,Female,92.6,78
1887,22,Female,74.7,53
1888,60,Female,49.7,30
1889,62,Male,66.4,27
1890,68,Male,54.0,39
1891,48,Female,60.2,52
1892,40,Female,51.9,80
1893,59,Male,55.9,16
1894,27,Male,65.3,42
1895,49,Male,35.2,54
1896,60,Male,34.6,4
1897,70,Female,25.3,29
1898,47,Male,20.0,33
1899,56,Female,29.6,30
1900,48,Female,64.0,55
1901,35,Female,37.7,46
1902,53,Male,72.8,36
1903,19,Male,60.9,61
1904,31,Male,15.0,93
1905,30,Male,76.4,91
1906,46,Female,80.3,2
1907,29,Male,35.2,64
1908,56,Male,70.5,46
1909,19,Female,38.6,54
1910,49,Male,62.4,40
1911,30,Female,28.4,53
1912,63,Female,15.2,54
1913,44,Female,50.4,36
1914,66,Female,56.9,28
1915,58,Female,50.1,39
1916,34,Female,30.4,56
1917,57,Female,50.0,65
1918,48,Female,66.7,71
1919,51,Male,58.9,38
1920,41,Male,64.6,57
1921,62,Male,43.2,74
1922,52,Male,89.3,79
1923,65,Female,30.6,49
1924,23,Male,72.2,44
1925,36,Female,89.5,55
1926,47,Male,72.0,21
1927,24,Male,54.9,45
1928,27,Male,46.8,69
1929,58,Female,85.9,66
1930,49,Male,24.4,43
1931,51,Female,35.7,55
1932,45,Female,50.1,29
1933,32,Male,90.9,68
1934,47,Male,69.5,48
1935,54,Male,35.8,43
1936,46,Female,52.2,41
1937,39,Male,44.6,48
1938,21,Female,42.3,39
1939,37,Female,84.5,66
1940,49,Male,25.7,40
1941,53,Male,100.2,90
1942,67,Female,80.7,87
1943,21,Female,87.3,28
1944,44,Female,48.4,52
1945,34,Male,56.3,34
1946,29,Female,24.2,42
1947,39,Male,46.9,100
1948,34,Female,72.3,42
1949,27,Female,92.4,59
1950,18,Male,32.3,64
1951,39,Female,50.9,25
1952,43,Male,56.2,29
1953,35,Male,25.1,20
1954,67,Female,74.8,28
1955,31,Male,41.9,1
1956,64,Male,55.1,64
1957,46,Female,48.7,100
1958,29,Male,40.3,54
1959,53,Male,59.8,15
1960,52,Male,54.6,34
1961,69,Female,50.7,39
1962,29,Male,41.8,25
1963,24,Female,68.0,72
1964,46,Female,101.3,70
1965,28,Male,63.5,21
1966,50,Male,84.9,68
1967,23,Male,25.2,88
1968,64,Female,63.9,98
1969,32,Male,32.6,100
1970,49,Male,23.1,27
1971,68,Male,41.5,100
1972,28,Male,89.8,41
1973,40,Male,83.8,35
1974,43,Female,66.1,58
1975,51,Female,21.7,35
1976,63,Male,55.1,60
1977,51,Male,67.5,17
1978,46,Male,64.4,44
1979,21,Male,15.0,82
1980,34,Female,37.7,49
1981,52,Male,58.4,54
1982,30,Female,73.4,62
1983,58,Female,15.0,79
1984,56,Male,55.9,9
1985,32,Female,63.6,65
1986,46,Female,81.2,43
1987,46,Female,77.3,54
1988,28,Female,74.6,76
1989,69,Male,40.0,20
1990,49,Male,15.0,25
1991,19,Female,50.2,2
1992,64,Male,85.0,36
1993,31,Male,94.8,83
1994,37,Male,77.8,47
1995,39,Male,70.7,16
1996,28,Male,69.5,38
1997,44,Female,46.1,13
1998,20,Male,56.7,22
1999,34,Male,101.7,60
2000,61,Male,36.4,21
2001,45,Male,100.4,78
2002,46,Female,51.9,48
2003,38,Female,93.1,52
2004,64,Female,24.8,43
2005,33,Female,74.6,69
2006,54,Male,41.6,70
2007,37,Female,24.6,58
2008,23,Male,65.5,64
2009,36,Male,85.2,45
2010,22,Male,38.9,64
2011,20,Male,22.5,42
2012,18,Male,57.7,50
2013,55,Female,57.8,43
2014,32,Female,73.7,39
2015,51,Female,83.7,33
2016,52,Female,58.5,62
2017,66,Male,106.4,83
2018,42,Female,65.6,79
2019,41,Male,51.3,19
2020,29,Female,19.7,82
2021,35,Male,53.4,42
2022,32,Male,51.6,65
2023,61,Female,84.0,27
2024,33,Male,71.6,54
2025,44,Male,30.5,58
2026,25,Female,64.3,13
2027,63,Male,76.8,65
2028,42,Female,98.2,84
2029,34,Female,82.2,46
2030,46,Female,79.0,84
2031,70,Male,61.5,45
2032,25,Male,69.7,71
2033,32,Male,91.2,1
2034,44,Female,26.7,100
2035,63,Male,51.3,87
2036,67,Female,40.7,43
2037,69,Female,69.5,1
2038,24,Male,90.8,57
2039,20,Female,45.1,14
2040,46,Male,15.0,61
2041,61,Male,49.7,60
2042,70,Male,82.8,26
2043,41,Male,73.4,78
2044,20,Male,70.7,70
2045,37,Female,53.0,74
2046,63,Female,28.0,50
2047,32,Female,72.9,15
2048,42,Male,39.1,74
2049,47,Male,114.6,43
2050,31,Male,74.3,15
2051,24,Female,45.5,84
2052,34,Male,44.7,100
2053,61,Female,57.7,49
2054,37,Female,54.0,100
2055,53,Male,87.9,52
2056,26,Male,64.7,40
2057,55,Female,41.7,34
2058,65,Male,107.3,91
2059,39,Female,61.2,30
2060,70,Male,79.2,68
2061,70,Male,44.8,36
2062,19,Female,69.1,38
2063,41,Male,67.8,76
