CustomerID,Age,Gender,Annual Income (k$),Spending Score (1-100),Cluster
929,27,Female,17.4,61,2
930,34,Male,36.9,31,1
931,37,Male,99.1,21,3
932,41,Female,53.2,53,4
933,22,Male,53.9,60,4
934,51,Male,52.5,21,1
935,23,Female,107.6,73,0
936,70,Male,100.6,6,3
937,19,Female,115.5,36,3
938,30,Male,56.0,44,4
939,60,Female,67.4,34,4
940,60,Female,22.1,36,1
941,65,Female,96.9,97,0
942,28,Male,30.8,29,1
943,68,Female,65.4,100,0
944,64,Male,32.6,61,2
945,40,Male,45.3,52,4
946,33,Male,39.1,62,2
947,48,Male,44.8,100,2
948,28,Female,46.5,25,1
949,33,Female,46.3,22,1
950,25,Male,80.8,31,3
951,21,Male,32.4,51,2
952,57,Female,65.5,7,3
953,21,Male,90.4,51,3
954,42,Female,47.2,92,2
955,20,Male,42.1,54,2
956,49,Male,54.2,43,4
957,20,Female,89.5,35,3
958,44,Male,64.9,72,0
959,46,Female,46.7,29,1
960,49,Male,72.1,96,0
961,67,Male,32.4,98,2
962,68,Male,77.0,56,4
963,36,Female,70.2,50,4
964,38,Male,52.3,76,2
965,22,Male,39.0,77,2
966,35,Male,37.8,30,1
967,45,Male,73.4,37,4
968,59,Female,90.7,17,3
969,39,Female,44.1,60,2
970,38,Male,71.5,67,0
971,23,Female,15.0,16,1
972,18,Male,45.4,39,1
973,22,Male,59.2,16,1
974,58,Male,37.3,28,1
975,29,Female,36.6,64,2
976,43,Female,43.3,32,1
977,63,Female,67.3,42,4
978,51,Female,55.3,9,1
979,66,Female,15.0,55,2
980,31,Female,15.0,49,2
981,43,Female,44.8,32,1
982,62,Female,71.4,45,4
983,44,Female,15.0,55,2
984,26,Male,47.5,30,1
985,43,Female,46.8,13,1
986,64,Female,94.7,95,0
987,39,Female,50.4,34,1
988,64,Female,69.6,48,4
989,47,Female,63.5,75,0
990,60,Female,15.0,100,2
991,65,Female,79.2,19,3
992,34,Female,65.4,61,4
993,43,Female,72.7,32,3
994,53,Female,150.0,37,3
995,18,Female,15.0,32,1
996,25,Male,103.1,22,3
997,66,Male,52.8,49,4
998,52,Female,67.2,13,3
999,69,Female,58.9,74,0
1000,32,Male,49.4,51,4
1001,64,Female,45.8,61,2
1002,39,Male,68.2,38,4
1003,31,Male,22.1,41,1
1004,43,Male,78.8,57,0
1005,45,Male,49.6,21,1
1006,40,Male,31.7,41,1
1007,31,Female,48.7,29,1
1008,41,Male,91.4,28,3
1009,19,Female,46.6,1,1
1010,62,Female,69.0,83,0
1011,43,Male,41.7,33,1
1012,31,Male,78.9,79,0
1013,68,Female,77.1,77,0
1014,24,Male,106.2,18,3
1015,20,Male,55.6,23,1
1016,64,Female,76.7,100,0
1017,40,Female,62.5,94,0
1018,63,Male,92.4,49,3
1019,60,Female,42.0,56,2
1020,64,Male,78.6,34,3
1021,62,Male,55.1,61,4
1022,35,Male,58.4,32,4
1023,55,Female,62.3,1,1
1024,52,Female,66.3,17,3
1025,68,Female,57.1,51,4
1026,32,Female,65.4,22,3
1027,42,Female,99.5,48,3
1028,54,Male,84.6,23,3
1029,45,Male,81.7,30,3
1030,27,Male,48.6,71,2
1031,56,Male,37.8,56,2
1032,34,Female,83.9,50,4
1033,56,Male,81.9,72,0
1034,39,Female,96.8,62,0
1035,43,Male,44.9,86,2
1036,61,Female,54.3,39,4
1037,42,Female,19.0,39,1
1038,34,Male,50.2,17,1
1039,30,Male,84.9,39,3
1040,37,Male,48.3,74,2
1041,42,Male,76.0,82,0
1042,21,Female,55.2,74,2
1043,27,Male,68.1,5,3
1044,20,Male,31.3,77,2
1045,58,Female,62.1,4,1
1046,62,Male,15.0,72,2
1047,35,Male,55.3,41,4
1048,64,Male,19.2,68,2
1049,53,Male,90.1,17,3
1050,64,Male,79.4,79,0
1051,39,Female,71.7,13,3
1052,51,Male,98.0,33,3
1053,64,Male,36.3,25,1
1054,25,Male,103.7,6,3
1055,57,Male,83.3,52,4
1056,66,Male,54.1,95,2
1057,61,Female,88.4,100,0
1058,36,Male,32.3,52,2
1059,59,Female,39.4,78,2
1060,58,Female,44.8,56,2
1061,54,Male,46.8,62,2
1062,23,Male,33.6,41,1
1063,69,Male,90.6,55,0
1064,43,Male,53.5,63,4
1065,51,Female,68.8,36,4
1066,62,Male,45.7,48,4
1067,23,Male,15.0,49,2
1068,54,Male,66.8,71,0
1069,50,Male,15.0,23,1
1070,70,Male,58.3,49,4
1071,39,Male,25.8,98,2
1072,38,Female,109.7,79,0
1073,23,Female,82.8,84,0
1074,23,Male,62.6,51,4
1075,65,Male,91.6,58,0
1076,21,Male,38.8,75,2
1077,47,Female,73.6,89,0
1078,28,Male,65.0,1,3
1079,47,Female,66.6,17,3
1080,48,Male,91.8,83,0
1081,41,Male,78.3,43,4
1082,26,Male,67.2,33,4
1083,20,Male,18.6,19,1
1084,68,Female,36.0,36,1
1085,48,Female,56.9,15,1
1086,57,Male,62.3,100,0
1087,54,Male,31.7,49,2
1088,53,Female,120.3,49,3
1089,41,Female,97.9,65,0
1090,48,Female,75.1,74,0
1091,23,Female,61.8,74,0
1092,19,Male,54.7,77,2
1093,37,Female,36.2,34,1
1094,45,Male,61.9,43,4
1095,28,Female,66.4,69,0
1096,21,Female,29.0,37,1
1097,32,Female,68.4,50,4
1098,23,Female,56.1,60,4
1099,66,Female,15.0,70,2
1100,47,Male,38.5,6,1
1101,55,Male,49.7,68,2
1102,68,Female,107.2,44,3
1103,19,Female,73.9,68,0
1104,32,Male,26.6,69,2
1105,28,Female,72.2,90,0
1106,25,Female,21.3,84,2
1107,43,Male,87.1,84,0
1108,68,Female,48.2,86,2
1109,62,Female,57.7,57,4
1110,61,Male,93.1,51,3
1111,22,Male,27.8,72,2
1112,23,Male,25.1,68,2
1113,43,Female,45.4,42,4
1114,21,Male,86.0,60,0
1115,36,Male,22.0,49,2
1116,37,Male,15.0,29,1
1117,50,Male,48.7,82,2
1118,37,Male,73.8,51,4
1119,66,Male,90.0,100,0
1120,29,Female,48.4,9,1
1121,64,Female,49.7,36,1
1122,18,Male,88.8,51,3
1123,43,Male,15.0,78,2
1124,31,Male,50.3,60,4
1125,55,Female,64.8,58,4
1126,54,Female,71.2,22,3
1127,28,Female,47.3,21,1
1128,53,Female,60.9,58,4
1129,30,Female,15.0,16,1
1130,60,Female,43.5,37,1
1131,20,Female,71.3,63,0
1132,50,Female,35.4,25,1
1133,23,Female,61.5,90,0
1134,67,Male,71.2,81,0
1135,27,Male,51.4,11,1
1136,22,Male,64.3,27,4
1137,40,Male,35.9,1,1
1138,27,Female,54.8,30,1
1139,61,Female,75.3,69,0
1140,19,Male,63.9,40,4
1141,30,Female,45.3,62,2
1142,57,Male,65.6,12,3
1143,19,Female,77.9,70,0
1144,37,Male,15.0,36,1
1145,18,Female,89.0,50,3
1146,54,Female,51.6,48,4
1147,26,Male,70.6,18,3
1148,34,Female,89.9,21,3
1149,26,Male,25.7,74,2
1150,28,Male,42.3,60,2
1151,32,Male,52.8,76,2
1152,41,Male,40.4,58,2
1153,55,Female,103.4,54,0
1154,52,Female,38.6,7,1
1155,47,Female,46.1,43,4
1156,48,Male,65.1,49,4
1157,66,Female,29.9,99,2
1158,22,Male,50.1,67,2
1159,61,Female,67.9,88,0
1160,67,Female,51.7,65,2
1161,31,Female,57.7,32,4
1162,70,Male,46.8,53,4
1163,28,Female,22.1,56,2
1164,26,Female,68.0,27,3
1165,51,Male,103.9,40,3
1166,29,Female,60.5,45,4
1167,52,Male,65.6,90,0
1168,52,Female,77.3,1,3
1169,18,Male,28.3,80,2
1170,57,Male,102.6,27,3
1171,39,Female,65.1,16,3
1172,46,Male,100.8,79,0
1173,25,Male,41.7,68,2
1174,28,Male,105.5,81,0
1175,58,Male,79.4,70,0
1176,54,Male,73.8,100,0
1177,31,Male,65.9,64,4
1178,47,Female,53.8,46,4
1179,52,Male,90.0,59,0
1180,38,Male,63.5,81,0
1181,54,Female,15.0,31,1
1182,22,Female,32.1,34,1
1183,36,Female,55.4,42,4
1184,31,Female,67.7,1,3
1185,43,Female,58.6,53,4
1186,21,Female,90.5,3,3
1187,42,Female,15.0,51,2
1188,62,Male,63.6,72,0
1189,59,Male,15.0,38,1
1190,42,Female,79.0,92,0
1191,35,Male,57.6,13,1
1192,57,Male,70.5,80,0
1193,25,Male,38.4,67,2
1194,56,Female,92.0,7,3
1195,57,Female,86.0,100,0
1196,31,Male,74.6,48,4
1197,49,Female,56.8,28,1
1198,68,Male,74.5,15,3
1199,55,Male,42.3,44,4
1200,50,Male,81.4,47,4
1201,40,Male,101.2,53,3
1202,32,Female,86.8,43,3
1203,50,Female,41.8,66,2
1204,42,Female,69.0,40,4
1205,34,Male,27.7,2,1
1206,50,Female,74.3,46,4
1207,64,Male,71.3,1,3
1208,19,Female,15.0,59,2
1209,31,Male,31.0,26,1
1210,70,Male,52.9,54,4
1211,57,Male,52.5,83,2
1212,57,Female,29.8,26,1
1213,68,Female,69.7,77,0
1214,56,Female,66.3,39,4
1215,68,Female,55.1,94,2
1216,23,Male,41.1,41,1
1217,23,Female,86.2,29,3
1218,20,Female,101.4,67,0
1219,24,Male,47.9,39,4
1220,68,Male,44.7,29,1
1221,25,Male,72.3,38,4
1222,59,Female,51.0,49,4
1223,69,Male,56.5,84,2
1224,32,Male,78.5,2,3
1225,64,Male,15.0,51,2
1226,46,Female,93.0,66,0
1227,50,Male,61.8,55,4
1228,69,Female,49.7,83,2
1229,47,Female,57.8,48,4
1230,56,Male,59.1,45,4
1231,44,Male,16.7,65,2
1232,53,Female,97.4,52,3
1233,46,Male,61.0,40,4
1234,55,Male,71.1,63,0
1235,50,Female,83.8,34,3
1236,54,Female,34.5,35,1
1237,44,Male,71.8,37,4
1238,50,Female,53.3,84,2
1239,21,Male,81.2,1,3
1240,39,Male,15.0,60,2
1241,19,Male,57.5,51,4
1242,27,Female,44.9,8,1
1243,22,Male,70.8,58,4
1244,27,Male,71.8,62,0
1245,50,Male,42.3,65,2
1246,55,Female,42.2,1,1
1247,30,Female,57.2,84,2
1248,48,Female,37.6,32,1
1249,64,Female,81.0,67,0
1250,53,Female,50.8,69,2
1251,62,Male,15.0,28,1
1252,41,Female,50.6,67,2
1253,69,Female,34.0,40,1
1254,32,Female,19.2,1,1
1255,46,Male,29.1,79,2
1256,25,Female,62.7,31,4
1257,22,Female,93.2,29,3
1258,46,Male,67.8,40,4
1259,64,Female,44.8,57,2
1260,21,Male,71.4,49,4
1261,29,Male,48.5,64,2
1262,62,Male,42.6,17,1
1263,19,Male,31.1,31,1
1264,44,Male,16.2,47,2
1265,48,Female,50.3,97,2
1266,68,Male,64.0,47,4
1267,68,Male,57.6,77,2
1268,53,Female,49.6,51,4
1269,53,Male,36.4,38,1
1270,43,Female,75.2,44,4
1271,60,Female,27.1,46,1
1272,44,Female,79.4,65,0
1273,22,Male,34.9,84,2
1274,37,Male,41.2,59,2
1275,28,Male,23.3,80,2
1276,27,Female,47.5,26,1
1277,57,Male,84.4,40,3
1278,55,Male,72.9,32,3
1279,23,Male,84.5,58,0
1280,25,Female,73.1,41,4
1281,40,Female,32.4,68,2
1282,64,Male,51.7,27,1
1283,43,Male,40.5,51,2
1284,63,Male,93.3,67,0
1285,60,Male,30.1,1,1
1286,29,Female,82.3,100,0
1287,43,Female,82.3,43,3
1288,30,Female,105.7,1,3
1289,57,Female,49.8,54,4
1290,35,Male,77.8,51,4
1291,42,Male,117.0,48,3
1292,50,Male,44.6,75,2
1293,64,Female,21.6,69,2
1294,57,Male,15.0,57,2
1295,60,Female,77.8,61,0
1296,61,Female,50.7,94,2
1297,53,Male,70.9,13,3
1298,65,Male,64.6,53,4
1299,21,Male,70.6,52,4
1300,22,Female,65.6,70,0
1301,54,Male,92.0,29,3
1302,25,Female,36.2,6,1
1303,59,Male,43.1,54,2
1304,66,Female,40.7,57,2
1305,45,Female,80.8,87,0
1306,48,Male,82.5,18,3
1307,26,Female,71.3,79,0
1308,68,Female,89.6,100,0
1309,46,Male,30.5,41,1
1310,31,Female,101.7,18,3
1311,57,Male,98.1,40,3
1312,58,Female,78.4,50,4
1313,39,Male,104.5,64,0
1314,28,Male,18.6,35,1
1315,40,Female,46.9,89,2
1316,18,Female,41.6,22,1
1317,63,Female,78.0,7,3
1318,54,Female,33.7,78,2
1319,38,Female,78.9,1,3
1320,43,Male,94.3,45,3
1321,63,Female,77.4,100,0
1322,53,Male,67.1,50,4
1323,40,Male,35.3,22,1
1324,18,Female,38.8,49,2
1325,68,Male,91.2,49,3
1326,57,Male,79.5,54,4
1327,32,Male,59.0,67,4
1328,38,Male,49.6,24,1
1329,64,Female,15.0,92,2
1330,26,Male,33.2,56,2
1331,70,Female,107.8,68,0
1332,26,Female,28.0,34,1
1333,27,Male,64.7,82,0
1334,69,Female,85.2,44,3
1335,70,Female,28.6,57,2
1336,43,Female,64.6,27,4
1337,58,Male,83.4,25,3
1338,52,Female,60.3,67,4
1339,69,Female,131.7,39,3
1340,42,Female,18.3,29,1
1341,43,Male,86.5,34,3
1342,28,Female,55.7,67,2
1343,55,Male,79.3,34,3
1344,19,Male,71.0,47,4
1345,24,Male,41.7,50,4
1346,35,Male,65.7,2,3
1347,44,Male,15.0,13,1
1348,51,Male,75.1,58,4
1349,44,Female,67.5,32,4
1350,34,Male,76.0,76,0
1351,60,Female,86.5,74,0
1352,61,Female,69.2,68,0
1353,68,Male,63.7,95,0
1354,41,Female,38.0,48,2
1355,42,Female,42.2,66,2
1356,24,Female,89.7,35,3
1357,69,Female,95.9,100,0
1358,23,Male,54.0,100,2
1359,70,Female,61.2,50,4
1360,41,Male,37.4,60,2
1361,50,Female,89.3,84,0
1362,66,Female,76.6,46,4
1363,46,Male,108.5,34,3
1364,60,Female,38.0,72,2
1365,39,Female,50.5,52,4
1366,43,Female,65.8,55,4
1367,45,Male,76.2,29,3
1368,67,Female,54.6,7,1
1369,38,Male,38.2,56,2
1370,66,Female,82.0,73,0
1371,24,Male,78.0,44,4
1372,34,Male,37.1,86,2
1373,37,Female,93.9,32,3
1374,58,Female,89.3,24,3
1375,66,Male,63.4,48,4
1376,37,Male,62.0,48,4
1377,39,Female,73.9,69,0
1378,45,Male,38.5,31,1
1379,57,Female,60.8,84,0
1380,66,Female,15.0,99,2
1381,24,Female,81.9,49,4
1382,18,Female,21.0,81,2
1383,49,Male,97.6,24,3
1384,30,Female,51.7,77,2
1385,47,Male,54.7,76,2
1386,40,Female,44.3,72,2
1387,68,Male,52.8,50,4
1388,36,Female,95.5,1,3
1389,49,Male,15.0,34,1
1390,47,Male,91.9,34,3
1391,46,Female,68.5,26,3
1392,66,Female,29.8,53,2
1393,62,Female,33.1,40,1
1394,46,Female,101.9,29,3
1395,47,Male,36.4,24,1
1396,33,Female,31.2,32,1
1397,57,Male,88.4,78,0
1398,36,Male,68.5,33,4
1399,35,Female,36.6,37,1
1400,18,Male,65.4,39,4
1401,31,Male,34.4,58,2
1402,68,Male,87.5,61,0
1403,64,Male,86.5,1,3
1404,67,Female,73.3,76,0
1405,19,Female,69.0,86,0
1406,45,Female,104.0,24,3
1407,66,Female,60.0,26,1
1408,67,Male,30.5,39,1
1409,47,Male,71.2,31,3
1410,55,Female,112.2,56,0
1411,68,Female,34.6,1,1
1412,21,Female,51.0,22,1
1413,18,Male,70.4,88,0
1414,25,Female,58.7,27,1
1415,46,Female,35.4,81,2
1416,56,Female,88.0,59,0
1417,20,Male,118.0,5,3
1418,49,Male,64.9,66,4
1419,27,Male,37.4,47,1
1420,27,Male,21.3,39,1
1421,36,Male,66.4,56,4
1422,63,Male,87.6,62,0
1423,51,Male,71.9,68,0
1424,50,Male,59.9,79,0
1425,40,Female,45.3,60,2
1426,45,Female,32.7,16,1
1427,49,Male,80.9,38,3
1428,67,Male,82.8,100,0
1429,24,Female,21.4,68,2
1430,46,Male,99.7,100,0
1431,25,Male,74.4,85,0
1432,18,Male,95.0,56,0
1433,20,Female,26.4,58,2
1434,41,Female,25.9,49,2
1435,40,Female,56.3,7,1
1436,25,Female,72.6,50,4
1437,64,Female,104.9,80,0
1438,54,Male,77.7,35,3
1439,20,Female,53.9,60,4
1440,68,Male,34.3,71,2
1441,50,Male,90.8,27,3
1442,45,Female,35.9,39,1
1443,64,Female,100.7,25,3
1444,25,Male,52.9,29,1
1445,51,Male,99.8,18,3
1446,52,Male,77.0,27,3
1447,49,Female,56.6,85,2
1448,41,Female,47.0,27,1
1449,31,Female,51.5,53,4
1450,49,Female,70.7,37,4
1451,63,Female,61.9,79,0
1452,60,Male,45.2,83,2
1453,33,Female,55.9,72,2
1454,21,Male,62.0,58,4
1455,69,Male,15.0,44,1
1456,54,Male,71.5,20,3
1457,38,Female,35.5,99,2
1458,31,Female,31.2,31,1
1459,48,Female,17.8,67,2
1460,65,Male,15.2,76,2
1461,35,Male,26.1,36,1
1462,24,Male,42.3,76,2
1463,27,Male,108.8,69,0
1464,24,Male,46.9,93,2
1465,50,Male,64.4,38,4
1466,40,Female,70.0,18,3
1467,38,Female,63.3,37,4
1468,36,Female,58.1,55,4
1469,65,Female,30.1,51,2
1470,36,Male,96.3,40,3
1471,53,Male,105.2,2,3
1472,46,Female,17.9,62,2
1473,35,Male,34.4,99,2
1474,19,Female,53.0,62,4
1475,18,Female,35.9,65,2
1476,64,Female,72.6,64,0
1477,22,Male,41.8,60,2
1478,37,Female,114.1,73,0
1479,28,Female,89.8,60,0
1480,59,Female,65.3,42,4
1481,19,Male,85.7,30,3
1482,20,Male,87.6,44,3
1483,40,Female,45.9,58,2
1484,29,Male,39.6,42,1
1485,37,Male,62.0,58,4
1486,22,Male,81.5,61,0
1487,54,Male,63.5,71,0
1488,55,Male,20.6,82,2
1489,47,Male,39.9,52,2
1490,26,Male,58.2,17,1
1491,51,Male,58.1,41,4
1492,70,Male,109.3,51,3
1493,61,Male,25.4,4,1
1494,52,Female,72.6,85,0
1495,69,Female,97.2,54,0
1496,39,Male,116.8,60,0
1497,61,Female,49.9,84,2
1498,41,Female,72.3,34,3
1499,34,Male,74.2,64,0
1500,27,Male,64.9,47,4
1501,47,Male,57.5,45,4
1502,63,Female,70.9,31,3
1503,40,Female,15.0,92,2
1504,49,Male,77.1,41,4
1505,34,Male,63.2,67,4
1506,67,Male,54.4,3,1
1507,68,Female,111.2,79,0
1508,34,Female,43.1,76,2
1509,31,Female,49.9,52,4
1510,26,Female,109.8,44,3
1511,57,Male,39.2,60,2
1512,19,Male,46.2,100,2
1513,62,Male,56.3,6,1
1514,42,Male,81.0,70,0
1515,56,Female,65.2,27,4
1516,26,Female,27.7,50,2
1517,39,Male,46.7,44,4
1518,60,Male,44.8,39,1
1519,63,Female,58.1,50,4
1520,21,Male,70.6,22,3
1521,43,Female,70.5,76,0
1522,46,Male,15.6,5,1
1523,62,Male,86.6,63,0
1524,51,Male,66.3,42,4
1525,40,Male,94.6,21,3
1526,54,Male,71.1,55,4
1527,28,Male,87.5,11,3
1528,23,Male,71.7,51,4
1529,35,Female,93.7,14,3
1530,38,Female,73.1,62,0
1531,59,Female,57.6,27,1
1532,53,Female,116.8,39,3
1533,58,Female,82.2,57,0
1534,55,Male,74.3,31,3
1535,51,Male,28.1,49,2
1536,34,Female,27.8,12,1
1537,54,Male,67.3,66,0
1538,42,Female,63.6,94,0
1539,55,Female,44.6,100,2
1540,29,Male,63.5,52,4
1541,40,Male,99.7,70,0
1542,70,Male,77.4,5,3
1543,59,Female,31.5,88,2
1544,39,Male,57.2,69,2
1545,38,Female,39.9,38,1
1546,44,Female,50.3,81,2
1547,48,Female,49.7,44,4
1548,23,Male,48.1,39,4
1549,44,Male,28.6,62,2
1550,57,Female,56.8,23,1
1551,51,Male,46.0,76,2
1552,29,Male,15.0,24,1
1553,62,Male,111.3,24,3
1554,70,Female,87.2,27,3
1555,24,Female,50.6,69,2
1556,27,Male,60.5,35,4
1557,62,Female,30.7,16,1
1558,34,Male,102.4,35,3
1559,43,Male,107.4,49,3
1560,38,Male,63.9,20,3
1561,45,Male,85.6,21,3
1562,63,Female,64.4,100,0
1563,19,Female,26.6,28,1
1564,60,Female,49.7,42,4
1565,18,Male,63.3,41,4
1566,68,Male,48.6,39,4
1567,70,Male,54.5,66,2
1568,53,Female,57.7,74,2
1569,68,Male,58.0,42,4
1570,43,Female,61.3,19,1
1571,46,Female,33.5,82,2
1572,38,Female,42.1,48,4
1573,28,Female,27.9,93,2
1574,57,Female,84.4,1,3
1575,28,Female,15.0,55,2
1576,53,Male,88.8,98,0
1577,66,Male,94.7,41,3
1578,56,Female,52.4,44,4
1579,52,Female,51.0,36,4
1580,51,Male,58.4,42,4
1581,64,Female,34.7,42,1
1582,41,Female,47.1,34,1
1583,39,Male,98.3,81,0
1584,22,Female,76.6,62,0
1585,50,Female,36.9,56,2
1586,53,Female,20.1,70,2
1587,64,Male,51.8,43,4
1588,37,Male,54.7,31,1
1589,36,Male,72.4,35,4
1590,52,Female,46.6,50,4
1591,69,Female,72.8,24,3
1592,60,Male,108.4,37,3
1593,34,Female,80.4,37,3
1594,62,Female,58.8,100,0
1595,60,Female,55.4,1,1
1596,51,Female,51.1,46,4
1597,26,Female,89.5,93,0
1598,43,Male,44.3,53,4
1599,19,Female,61.1,69,0
1600,70,Male,61.3,52,4
1601,26,Female,47.5,33,1
1602,26,Male,25.7,1,1
1603,57,Female,68.1,55,4
1604,34,Male,58.5,31,4
1605,18,Female,72.5,30,3
1606,42,Male,46.7,38,1
1607,60,Female,90.5,94,0
1608,57,Male,38.1,100,2
1609,59,Female,102.8,55,0
1610,42,Male,16.3,38,1
1611,56,Male,70.9,21,3
1612,52,Female,71.9,62,0
1613,20,Female,40.1,95,2
1614,67,Male,70.6,44,4
1615,54,Female,92.0,1,3
1616,61,Male,15.0,67,2
1617,61,Male,72.6,75,0
1618,68,Male,15.0,10,1
1619,47,Female,35.9,54,2
1620,55,Male,100.7,61,0
1621,51,Male,45.5,48,4
1622,29,Female,30.7,30,1
1623,36,Female,55.1,75,2
1624,54,Female,111.7,40,3
1625,61,Female,15.0,13,1
1626,66,Male,33.7,1,1
1627,34,Male,97.4,82,0
1628,27,Male,106.4,65,0
1629,66,Male,57.4,52,4
1630,64,Female,29.0,39,1
1631,29,Male,112.4,37,3
1632,33,Male,99.9,23,3
1633,41,Female,77.0,39,3
1634,36,Male,39.7,1,1
1635,25,Male,58.8,32,4
1636,48,Male,56.0,42,4
1637,38,Male,68.3,65,0
1638,34,Male,96.3,49,3
1639,40,Male,82.0,70,0
1640,54,Female,33.1,84,2
1641,33,Female,94.4,76,0
1642,23,Male,67.8,62,4
1643,25,Male,77.2,50,4
1644,42,Female,96.7,25,3
1645,35,Male,32.2,68,2
1646,42,Male,59.1,92,0
1647,29,Male,46.7,59,2
1648,32,Female,20.8,98,2
1649,43,Male,68.7,12,3
1650,58,Female,122.8,21,3
1651,62,Male,15.0,71,2
1652,43,Female,59.2,57,4
1653,64,Female,76.0,83,0
1654,49,Male,63.1,50,4
1655,27,Female,57.2,28,1
1656,33,Male,27.5,45,1
1657,24,Female,65.8,12,3
1658,34,Male,41.1,22,1
1659,40,Male,15.0,74,2
1660,43,Female,89.9,72,0
1661,38,Male,84.0,59,0
1662,39,Male,61.3,7,1
1663,24,Female,65.7,41,4
1664,31,Male,86.9,19,3
1665,32,Male,65.6,79,0
1666,70,Female,82.6,35,3
1667,24,Female,52.6,23,1
1668,26,Male,92.8,51,3
1669,68,Male,68.0,34,4
1670,65,Female,64.9,87,0
1671,25,Female,28.2,32,1
1672,67,Male,67.2,15,3
1673,40,Female,39.2,1,1
1674,46,Male,44.0,49,4
1675,35,Male,39.6,36,1
1676,48,Male,33.3,14,1
1677,47,Male,113.1,80,0
1678,69,Male,93.3,67,0
1679,56,Female,108.0,49,3
1680,52,Female,29.4,84,2
1681,35,Female,61.8,67,4
1682,59,Female,27.7,29,1
1683,56,Male,42.6,24,1
1684,34,Male,37.0,70,2
1685,31,Male,91.0,60,0
1686,48,Male,50.1,54,4
1687,41,Female,86.7,29,3
1688,52,Male,75.1,65,0
1689,61,Male,117.6,31,3
1690,62,Female,23.0,47,1
1691,51,Female,91.5,86,0
1692,20,Female,88.7,33,3
1693,54,Female,35.7,11,1
1694,60,Male,85.2,24,3
1695,57,Male,68.4,75,0
1696,43,Female,54.3,56,4
1697,40,Male,39.4,47,4
1698,61,Male,42.0,37,1
1699,56,Male,111.2,62,0
1700,32,Female,60.0,29,4
1701,66,Male,79.6,58,0
1702,21,Female,40.2,32,1
1703,46,Male,40.5,28,1
1704,39,Male,87.0,34,3
1705,42,Male,26.3,41,1
1706,30,Female,49.6,49,4
1707,35,Male,60.9,56,4
1708,50,Female,62.8,1,1
1709,33,Female,55.5,30,1
1710,62,Female,69.9,40,4
1711,59,Male,77.3,88,0
1712,61,Male,78.4,23,3
1713,19,Male,35.4,54,2
1714,52,Male,52.9,87,2
1715,59,Female,89.9,17,3
1716,51,Female,82.4,60,0
1717,47,Female,25.7,30,1
1718,30,Male,68.8,37,4
1719,30,Female,15.0,30,1
1720,35,Male,61.2,32,4
1721,49,Female,107.4,100,0
1722,49,Male,36.3,71,2
1723,52,Male,39.1,78,2
1724,56,Female,79.1,62,0
1725,63,Female,21.4,10,1
1726,69,Female,44.2,60,2
1727,46,Female,74.9,77,0
1728,66,Male,44.1,29,1
1729,46,Female,54.1,74,2
1730,70,Female,78.6,68,0
1731,61,Female,70.5,96,0
1732,33,Male,66.7,40,4
1733,61,Male,51.5,23,1
1734,64,Female,69.3,41,4
1735,27,Male,56.9,86,2
1736,47,Female,71.4,4,3
1737,42,Male,47.6,1,1
1738,56,Male,55.4,52,4
1739,37,Male,35.3,39,1
1740,22,Male,59.1,50,4
1741,18,Female,39.7,74,2
1742,47,Female,32.1,36,1
1743,66,Female,66.5,3,3
1744,20,Male,65.3,100,0
1745,62,Female,79.6,25,3
1746,31,Female,49.2,24,1
1747,47,Female,70.2,78,0
1748,67,Male,73.8,40,4
1749,21,Male,71.1,48,4
1750,35,Male,39.4,62,2
1751,54,Female,63.7,77,0
1752,42,Female,69.1,42,4
1753,65,Female,60.2,88,0
1754,18,Male,15.0,1,1
1755,70,Male,64.0,69,0
1756,63,Female,115.3,29,3
1757,32,Male,51.0,84,2
1758,26,Male,41.8,54,2
1759,32,Male,69.3,33,4
1760,66,Male,67.8,67,0
1761,41,Female,89.8,72,0
1762,21,Male,28.6,66,2
1763,29,Male,78.3,24,3
1764,54,Male,74.8,38,4
1765,54,Male,56.4,50,4
1766,60,Female,68.5,49,4
1767,23,Female,85.7,69,0
1768,56,Male,81.8,1,3
1769,63,Male,31.4,58,2
1770,41,Male,80.5,43,3
1771,28,Male,58.4,29,4
1772,30,Male,61.8,31,4
1773,51,Male,61.8,45,4
1774,42,Female,56.2,1,1
1775,24,Male,89.8,32,3
1776,69,Female,57.9,28,1
1777,21,Female,32.0,63,2
1778,25,Male,50.2,30,1
1779,37,Female,64.5,45,4
1780,46,Female,90.7,89,0
1781,70,Female,75.1,75,0
1782,68,Female,38.7,73,2
1783,62,Female,122.1,38,3
1784,63,Female,66.6,64,4
1785,27,Male,91.9,44,3
1786,60,Female,56.2,45,4
1787,51,Female,73.3,60,4
1788,43,Female,81.0,35,3
1789,58,Male,90.5,87,0
1790,66,Female,86.4,46,3
1791,20,Male,81.8,65,0
1792,23,Female,52.1,86,2
1793,22,Male,45.7,76,2
1794,22,Male,68.3,15,3
1795,64,Female,83.3,61,0
1796,40,Female,54.4,71,2
1797,66,Male,86.6,72,0
1798,26,Female,96.3,22,3
1799,52,Male,37.1,34,1
1800,37,Male,39.1,75,2
1801,66,Male,56.5,31,4
1802,59,Male,67.7,43,4
1803,52,Male,46.9,89,2
1804,67,Female,93.8,49,3
1805,35,Male,70.6,32,3
